Date,Total_Sales
2020-10-04,84.88888888888889
2020-10-11,152.77777777777777
2020-10-18,150.47619047619048
2020-10-25,151.5873015873016
2020-11-01,122.46031746031746
2020-11-08,113.80952380952381
2020-11-15,115.76190476190476
2020-11-22,115.38095238095238
2020-11-29,117.6984126984127
2020-12-06,169.4126984126984
2020-12-13,181.4920634920635
2020-12-20,182.31746031746033
2020-12-27,183.04761904761904
2021-01-03,79.57142857142857
